# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-260 b,2024,4.7730178,-9.9661505,20.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-261.01,2024,15.2181412,-24.4239934,114.495,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-262 b,2023,32.534687,-31.0706272,43.932,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2641 b,2023,171.1303716,-42.7321394,344.045,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2669 b,2022,134.7226445,-13.3125792,393.443,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-269 b,2021,75.8462827,-54.1777213,57.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-270 b,2019,68.4160804,-51.9573937,22.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-270 c,2019,68.4160804,-51.9573937,22.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-270 d,2019,68.4160804,-51.9573937,22.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2714 b,2024,61.4012482,-14.9267458,597.873,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-277 b,2022,19.0766985,-20.9532772,64.6692,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2796 b,2023,84.1527191,0.8962788,350.343,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2803 A b,2023,93.1147397,-23.4924956,494.818,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2818 b,2023,119.0598183,-35.1167104,312.674,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2842 b,2023,108.0442066,-10.63934,460.995,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-286 b,2024,90.9842762,-60.6663348,59.2293,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-286 c,2024,90.9842762,-60.6663348,59.2293,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2977 b,2023,143.9265177,-60.3574758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2981 b,2024,163.487394,-25.5245988,527.789,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3023 b,2023,165.3158231,-72.3567044,389.916,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3071 b,2024,173.2790517,-56.5033871,485.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3082 b,2023,195.9080719,-19.2189845,113.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3235 b,2023,207.4738488,-46.0665139,72.811,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3261 b,2024,47.7285242,-73.531972,300.141,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-329 b,2024,351.3210955,-15.6346313,284.388,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-332 b,2023,348.0589516,-44.8764852,222.852,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3321 b,2024,265.7603351,-65.0082516,285.895,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3331 A b,2022,271.3241672,-34.107171,217.193,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3353.01,2024,106.5298146,-75.8195594,78.7577,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3362 b,2021,155.9841428,-56.8431169,366.987,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3364 b,2023,144.5377709,-49.3352226,277.899,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3540 A b,2022,328.9113712,28.1794996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3568 b,2024,322.6023682,34.7395805,197.906,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3629 b,2022,359.7933851,39.3142556,130.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3688 A b,2023,39.2823371,54.8512152,396.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3693 b,2022,15.6543938,51.3038918,176.436,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3714 b,2022,69.5523415,39.4580035,112.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3757 b,2022,91.0036423,55.0199793,181.139,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3785 b,2023,130.9002258,63.0780768,79.7634,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3807 b,2023,139.1125648,69.0741284,421.745,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3819 b,2023,121.8632568,29.3886446,558.141,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3884 b,2022,181.5718341,12.5070258,43.1448,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3894 b,2024,201.3748265,52.7681036,417.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3912 b,2023,215.8014956,24.0765639,465.992,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3919 b,2024,208.9447534,40.3918061,604.591,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3976 A b,2023,224.3560083,44.2743223,516.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3984 A b,2023,226.3371468,36.7869747,108.883,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4010 b,2023,20.2148196,66.0722009,177.504,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4010 c,2023,20.2148196,66.0722009,177.504,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4010 d,2023,20.2148196,66.0722009,177.504,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-406.01,2024,49.2626428,-42.2441492,31.0597,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4087 b,2023,217.9257785,83.3727061,301.676,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-411 b,2022,54.819538,-42.7630276,62.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-411 c,2022,54.819538,-42.7630276,62.7792,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4127 b,2023,105.4045516,72.4149297,319.632,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4137 b,2022,77.612879,70.391079,334.993,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4145 A b,2023,39.4297435,80.2673838,205.387,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4153 b,2024,335.3934698,82.2160792,423.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4184 b,2023,43.8284749,-79.4147039,69.3649,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4201 b,2023,90.4747237,-13.461371,189.011,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-421 b,2020,81.8532824,-14.2767404,74.7969,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-421 c,2020,81.8532824,-14.2767404,74.7969,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4308 b,2023,327.7530693,-43.5623642,108.932,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-431 b,2021,83.2692502,-26.7238698,32.5686,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-431 d,2021,83.2692502,-26.7238698,32.5686,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4329 b,2022,329.5639152,71.1316048,717.128,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4336 A b,2024,206.1070129,-40.3373505,22.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4342 b,2023,324.3894196,-77.9791468,61.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4342 c,2023,324.3894196,-77.9791468,61.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4377 b,2023,164.9324709,-82.2213501,455.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4379 b,2024,252.0478813,-32.4337532,645.158,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4406 b,2023,18.0485164,-56.9253875,261.834,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4438 b,2024,270.3172389,35.5948992,30.0346,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-444 b,2023,64.1839982,-26.7664071,57.3973,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4443.01,2024,274.2686643,21.9095459,56.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4463 A b,2023,279.3581286,18.7299522,173.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4479 b,2022,316.0969388,24.6536739,80.6532,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4495.01,2024,286.3624951,37.0259902,132.214,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-451 b,2020,62.966385,-37.93973,123.739,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-451 c,2020,62.966385,-37.93973,123.739,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-451 d,2020,62.966385,-37.93973,123.739,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4515 b,2024,21.1861778,21.5130638,193.499,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4527.01,2024,19.4722574,5.4711996,18.1037,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4551 b,2023,184.9787579,-25.8278531,215.986,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4559 b,2024,211.0135378,-30.0141252,31.6354,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4562 b,2023,112.0100593,-63.5177788,339.605,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4582 b,2023,256.8601374,68.8656263,383.846,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4600 b,2023,258.4503674,64.5661727,216.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4600 c,2023,258.4503674,64.5661727,216.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4602.01,2024,60.6003316,31.3298354,63.0637,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4603 b,2023,83.8659288,21.2942417,225.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4633 c,2024,256.8431021,62.475548,95.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4641 b,2023,42.5582023,25.3335334,86.3501,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-470 b,2023,94.0099043,-25.0314111,130.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4791 b,2023,109.3883818,-19.8289392,328.802,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-480 b,2024,88.3784618,-16.2653974,54.5306,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-481 b,2020,110.5126861,-57.384998,179.366,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4860 b,2023,183.563961,-13.1748411,80.1423,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4914 b,2024,204.5426717,-28.1429206,299.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-500 b,2022,106.559098,-47.5878156,47.3924,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5076 b,2024,50.5104166,17.2392094,82.857,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5082.01,2024,106.569578,22.6831477,43.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5126 b,2023,151.6597827,18.6340631,160.414,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5126 c,2023,151.6597827,18.6340631,160.414,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5153 b,2022,91.5403204,-19.9534443,390.484,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5174 b,2022,174.1094967,-2.0233506,197.243,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-519 b,2021,124.6067582,-19.6627918,115.557,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5205 b,2023,313.7706819,24.360977,86.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5218 b,2024,292.6634642,71.7629612,377.483,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5232 b,2024,294.3374248,35.2764934,609.388,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5238 b,2022,223.3588909,68.859472,290.646,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5293 A b,2023,355.828682,-2.0450945,162.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-530 b,2021,103.4128333,12.8815784,148.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5301 b,2024,12.9908008,13.0783712,629.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-532 b,2021,85.0800537,11.5626373,135.047,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5344 b,2023,63.2662165,20.9151568,138.367,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5388.01,2024,152.1765169,35.5475571,18.5226,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5398 b,2022,161.8795569,36.3294345,130.855,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5398 c,2023,161.8795569,36.3294345,130.855,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-540 b,2020,76.3096949,-47.9375391,14.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-544 b,2022,82.2900716,-0.3428983,41.1166,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5542 b,2022,302.7984228,-61.1354659,348.849,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-558 b,2021,42.2915093,-58.0246828,402.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-559 b,2021,46.8186159,-31.1629951,233.266,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-561 b,2020,148.1851516,6.216103,85.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-561 c,2020,148.1851516,6.216103,85.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-561 d,2020,148.1851516,6.216103,85.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-561 e,2020,148.1851516,6.216103,85.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5616 b,2024,184.9016378,48.6832895,390.415,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5634 A b,2024,175.6436366,20.9652921,306.144,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-564 b,2020,130.2951535,-16.0363275,199.581,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5678 b,2023,47.3841872,-34.1984808,165.393,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5704 b,2023,169.8248694,44.9890782,89.637,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5720 b,2024,170.3135774,25.2732942,35.8256,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5799 b,2024,301.630179,15.9891418,27.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5803 b,2023,327.2487497,6.2781777,84.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6008 b,2024,310.4487344,49.6468992,23.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6029 b,2024,8.3862555,61.8607659,603.119,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6034 b,2024,317.9001392,68.4020762,117.992,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6086 b,2024,265.3704236,30.3037755,31.4566,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-615 b,2023,133.4086892,-40.543701,360.408,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-620 b,2022,142.1734459,-12.1671652,33.0231,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-622 b,2023,125.3050544,-46.4842959,123.297,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6255 b,2024,331.5031606,39.2988284,20.3167,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-628 b,2021,99.2630608,1.7675497,178.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-640 b,2021,99.7345935,-36.64613,341.997,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-654.01,2024,164.7245509,-5.5475446,57.7553,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-663 b,2024,160.0658525,-8.5110827,64.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-663 c,2024,160.0658525,-8.5110827,64.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-663 d,2024,160.0658525,-8.5110827,64.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-669 b,2023,158.9007013,-5.1813735,142.867,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-672 b,2023,167.9908627,-39.3281151,66.9071,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-674 b,2021,164.5865592,-36.8581092,46.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-677 b,2020,144.1193594,-50.4630933,141.812,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-700 b,2020,97.0957165,-65.5786149,31.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-700 c,2020,97.0957165,-65.5786149,31.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-700 d,2020,97.0957165,-65.5786149,31.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-700 e,2023,97.0957165,-65.5786149,31.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-712 b,2022,92.9361063,-65.8258386,58.6212,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-712 c,2022,92.9361063,-65.8258386,58.6212,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-712 d,2022,92.9361063,-65.8258386,58.6212,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-715 b,2023,113.8523276,-73.5774089,42.4048,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-733 b,2023,159.4093183,-40.888259,75.2092,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-757 b,2024,187.9948428,-35.5544523,60.3418,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-762 A b,2024,166.0747423,-47.8214964,98.4458,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-763 b,2020,194.468098,-39.7580613,95.1274,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-763 c,2020,194.468098,-39.7580613,95.1274,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-771 b,2024,164.1138903,-72.9851736,25.2788,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-776 b,2020,178.577997,-37.5533568,27.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-776 c,2020,178.577997,-37.5533568,27.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-778 b,2023,199.3338503,-15.2737046,161.743,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-782 b,2024,183.9203614,-18.9103377,52.5122,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-784 b,2023,159.3412205,-63.6556923,64.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-813 b,2020,72.6940102,-60.9054608,263.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-815 b,2024,155.8719377,-43.8349248,59.7117,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-815 c,2024,155.8719377,-43.8349248,59.7117,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-824 b,2020,222.1654705,-57.5888666,63.9262,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-833 b,2022,145.645472,-62.4758857,41.7148,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-836 b,2023,225.0798831,-24.4542022,27.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-836 c,2023,225.0798831,-24.4542022,27.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-837 b,2020,157.0372806,-64.5052107,142.488,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-849 b,2020,28.7157956,-29.4217086,225.734,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-858 B b,2023,60.1998256,-54.5929177,250.489,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-871 b,2024,74.7376264,-50.6274153,68.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-880.02,2024,94.1644734,-13.987337,60.6679,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-892 b,2020,86.738228,-11.2353401,340.543,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-904 b,2023,89.3712733,-83.1297264,46.0891,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-904 c,2023,89.3712733,-83.1297264,46.0891,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-905 b,2020,227.6586754,-71.3616316,158.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-907.01,2024,262.1834072,-62.840383,312.529,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-908 b,2023,53.1594266,-81.250745,175.748,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-913 b,2023,234.5723244,-80.8034265,65.1769,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-942 b,2020,76.6496172,-20.2456126,152.601,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-942 c,2020,76.6496172,-20.2456126,152.601,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-954 b,2020,61.9410587,-25.2088028,238.768,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-969 b,2022,115.1366858,2.0985879,77.2554,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-126 c,2019,63.374706,-69.2265926,216.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-132 c,2022,217.6091998,-46.159516,122.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-18 c,2019,24.3544618,-45.6777937,123.483,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-84 c,2023,131.1069959,1.8598933,100.588,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1856+534 b,2020,284.415675,53.5090244,24.7359,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf 327 b,2024,148.3783199,35.570548,28.5321,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi Men c,2018,84.2992798,-80.4646041,18.2702,,,,,,,,,,,,,,,,,,,,,,,,,,,
